game_id,round_id,role_id,pass1_matrix_json,pass1_reasoning
G095,2,P2,"{
  ""P1"": {""row"":""Transparent"",""col"":""Cooperative"",""tactic"":""Evidence sharing"",""scale"":""GRS"",""level"":""High""},
  ""P3"": {""row"":""Selective / Framing"",""col"":""Defensive"",""tactic"":""Half-truths"",""scale"":""Mach-IV"",""level"":""Moderate""},
  ""P4"": {""row"":""Selective / Framing"",""col"":""Opportunistic"",""tactic"":""False consensus"",""scale"":""Mach-IV"",""level"":""Low""},
  ""P5"": {""row"":""Transparent"",""col"":""Cooperative"",""tactic"":""Rational justification"",""scale"":""GRS"",""level"":""High""}
}","P1: With the Round 2 PASS providing contrast to the Round 1 FAIL, shift from general logic to evidence-based claims that isolate likely sabotage responsibility (P3 or P1) while leveraging the new clean team result.
P3: After being the common-sense suspect from Quest 1, use half-truths (accept benching, emphasize uncertainty) to appear reasonable while omitting the key inference that the Q2 PASS increases odds the saboteur was on Q1.
P4: Coming off a successful leadership/quest, press a narrative of table agreement that the Q2 team is a trust core, steering attention away from re-litigating Q1 and protecting P3 by socially locking in the “obvious” next team.
P5: The PASS allows a cooperative consolidation move—give a clean, logical case for treating {P2,P5} as higher-trust and re-testing around them while keeping pressure on the unresolved P1/P3 fork."
G096,2,P2,"{
  ""P1"": {""row"":""Selective / Framing"",""col"":""Opportunistic"",""tactic"":""Cherry-picking"",""scale"":""Mach-IV"",""level"":""Moderate""},
  ""P3"": {""row"":""Careless-to-truth"",""col"":""Cooperative"",""tactic"":""Over-explaining"",""scale"":""GRS"",""level"":""Low""},
  ""P4"": {""row"":""Transparent"",""col"":""Adversarial"",""tactic"":""Truthful misdirection"",""scale"":""Mach-IV"",""level"":""High""},
  ""P5"": {""row"":""Transparent"",""col"":""Cooperative"",""tactic"":""Rational justification"",""scale"":""GRS"",""level"":""Moderate""}
}","P1: After a PASS with P2/P3 on-team, opportunistically cherry-pick that result to argue P5 is the likely saboteur from Q1 while keeping self-cover intact. P3: Low-GRS good on a passing team tends to over-explain their vote/reads to sound sincere while they try to reconcile Q1 fail vs Q2 pass. P4: High-Mach evil should use truthful misdirection by leaning into the real inference (Q2 suggests P1 likely didn’t fail Q1) to subtly steer blame toward P5 without overt lying. P5: With Q1 fail on their leadership but Q2 pass excluding them, shift from perspective-taking to rational justification to lay out a clear, cooperative case that suspicion should remain split between P1/P5 but updated by Q2’s evidence."
G097,2,P2,"{
  ""P1"": {""row"":""Counterfactual"",""col"":""Defensive"",""tactic"":""Deflection"",""scale"":""Mach-IV"",""level"":""Low""},
  ""P3"": {""row"":""Transparent"",""col"":""Cooperative"",""tactic"":""Evidence sharing"",""scale"":""GRS"",""level"":""High""},
  ""P4"": {""row"":""Selective / Framing"",""col"":""Adversarial"",""tactic"":""Withholding info (WIFOM)"",""scale"":""Mach-IV"",""level"":""Moderate""},
  ""P5"": {""row"":""Selective / Framing"",""col"":""Cooperative"",""tactic"":""Bayesian hedging"",""scale"":""GRS"",""level"":""Low""}
}","P1: After a Round 2 fail on a team containing him, low-Mach survival is best served by deflecting onto the other quest members and/or the leader choice rather than extending Round 1 false-consensus claims. P3: As high-GRS Good facing new concrete information (a fail on P1/P2/P3), he should shift from hedging to evidence sharing by explicitly enumerating the only possible sabotage set and the implications for future teams. P4: With P1 now at risk, moderate-Mach evil benefits from WIFOM—raising multiple plausible sabotage narratives and uncertainties to prevent a clean mechanical read from locking onto the evil pair. P5: The Round 2 fail upgrades the data but low-GRS play remains more comfortable in Bayesian hedging—expressing probabilistic suspicion among P1/P3 (and resisting overcommitment) while still pushing for safer team constraints."
G098,2,P2,"{
  ""P1"": {""row"":""Selective / Framing"",""col"":""Opportunistic"",""tactic"":""False consensus"",""scale"":""Mach-IV"",""level"":""High""},
  ""P3"": {""row"":""Transparent"",""col"":""Cooperative"",""tactic"":""Rational justification"",""scale"":""GRS"",""level"":""Moderate""},
  ""P4"": {""row"":""Selective / Framing"",""col"":""Cooperative"",""tactic"":""Pragmatic silence"",""scale"":""GRS"",""level"":""Low""},
  ""P5"": {""row"":""Transparent"",""col"":""Adversarial"",""tactic"":""Misleading emphasis"",""scale"":""Mach-IV"",""level"":""High""}
}","P1: With two consecutive PASS results (including one led by P1), High Mach-IV P1 should pivot from confrontational reversal into False consensus to lock in a ‘we’re all basically cleared’ narrative and prevent re-scrutiny of P1/P5. P3: As Moderate GRS and previously hedging, the second PASS warrants consolidation into Rational justification—explicitly arguing why the new data slightly increases trust in mission-goers while still advocating a balanced next team. P4: Low GRS P4 has no new direct pressure and remains off most decision leverage, so Pragmatic silence continues to be optimal—brief preferences without overcommitting to reads they can’t support. P5: Despite being on the original P1+P5 PASS team, High Mach-IV P5 should keep Misleading emphasis—spotlighting ‘two PASSes means stop tunneling mission 1’ to steer attention toward procedural points (team variety) instead of teammate-link analysis."
G099,2,P2,"{
  ""P1"": {""row"":""Selective / Framing"",""col"":""Cooperative"",""tactic"":""Bayesian hedging"",""scale"":""GRS"",""level"":""Moderate""},
  ""P3"": {""row"":""Careless-to-truth"",""col"":""Cooperative"",""tactic"":""Over-explaining"",""scale"":""GRS"",""level"":""Low""},
  ""P4"": {""row"":""Counterfactual"",""col"":""Defensive"",""tactic"":""Deflection"",""scale"":""Mach-IV"",""level"":""High""},
  ""P5"": {""row"":""Transparent"",""col"":""Adversarial"",""tactic"":""Misleading emphasis"",""scale"":""Mach-IV"",""level"":""Moderate""}
}","P1: After a Round 2 fail on a team containing P1, P2, and P5, a Moderate-GRS Good should shift from strategic uncertainty into Bayesian hedging to narrow suspicion without overcommitting early. P3: With Low-GRS and new contradictory signals (P5 on the failing team vs earlier narrative), Over-explaining fits as they try to reconcile the timeline and talk through possibilities rather than land crisp accusations. P4: As the Round 1 leader on a passing team, P4 can best stay low-suspicion by using Deflection to keep focus on the most informative event (the Round 2 fail) while subtly steering blame away from themselves and toward the failed-team members. P5: Since P5 led the failing team and is most exposed, Misleading emphasis lets them aggressively spotlight true-but-selective points (e.g., ‘P1 was also on the fail team’ or ‘P2 isn’t confirmed’) to diffuse heat and create competing suspect narratives."
G100,2,P2,"{
  ""P1"": {""row"":""Careless-to-truth"",""col"":""Cooperative"",""tactic"":""Over-explaining"",""scale"":""GRS"",""level"":""Low""},
  ""P3"": {""row"":""Transparent"",""col"":""Cooperative"",""tactic"":""Evidence sharing"",""scale"":""GRS"",""level"":""High""},
  ""P4"": {""row"":""Counterfactual"",""col"":""Defensive"",""tactic"":""Deflection"",""scale"":""Mach-IV"",""level"":""Moderate""},
  ""P5"": {""row"":""Careless-to-truth"",""col"":""Defensive"",""tactic"":""Face-saving blather"",""scale"":""Mach-IV"",""level"":""Low""}
}","P1: With two straight fails and P1 implicated via the Round 1 team, a low-GRS good player is best served by cooperative over-explaining to look transparent while stumbling through their evolving reads.
P3: As high-GRS good with now-stronger public data (two fails with only P4/P5 common evil candidates), P3 should pivot from mistaken clearing to evidence sharing and tighter suspect narrowing.
P4: After being on the first failed quest and facing rising heat, a moderate Mach-IV evil should use deflection to redirect focus onto voting/leadership choices and away from their direct culpability.
P5: As low Mach-IV evil who just sat on a failed team in Round 2, clumsy face-saving blather helps avoid crisp commitments and reduces the chance of getting pinned to a coherent story."
G101,2,P3,"{
  ""P1"": {""row"":""Transparent"",""col"":""Adversarial"",""tactic"":""Truthful misdirection"",""scale"":""Mach-IV"",""level"":""High""},
  ""P2"": {""row"":""Counterfactual"",""col"":""Defensive"",""tactic"":""Deflection"",""scale"":""Mach-IV"",""level"":""Moderate""},
  ""P4"": {""row"":""Transparent"",""col"":""Cooperative"",""tactic"":""Rational justification"",""scale"":""GRS"",""level"":""Low""},
  ""P5"": {""row"":""Transparent"",""col"":""Cooperative"",""tactic"":""Evidence sharing"",""scale"":""GRS"",""level"":""High""}
}","P1: With two consecutive FAILs and P3 already voting down the R2 team, P1 should act openly concerned while subtly steering focus onto vote patterns and away from the simple {P1,P3} inference. P2: After being on the failing R2 quest, P2 needs to redirect heat by shifting attention to P3’s N vote and proposing alternative suspect pairings without adding new falsifiable claims. P4: As the R2 leader whose team failed, P4 should move from self-defense into a clear, logical explanation of the team construction and next-step constraints to rebuild trust. P5: With high credibility and two FAIL data points, P5 should commit to structured, concrete inference (teams, votes, minimal-evil-set logic) to drive the table toward a coherent suspect set and cleaner proposals."
G102,2,P3,"{
  ""P1"": {""row"":""Transparent"",""col"":""Cooperative"",""tactic"":""Evidence sharing"",""scale"":""GRS"",""level"":""Moderate""},
  ""P2"": {""row"":""Counterfactual"",""col"":""Defensive"",""tactic"":""Deflection"",""scale"":""Mach-IV"",""level"":""Low""},
  ""P4"": {""row"":""Transparent"",""col"":""Cooperative"",""tactic"":""Evidence sharing"",""scale"":""GRS"",""level"":""High""},
  ""P5"": {""row"":""Selective / Framing"",""col"":""Opportunistic"",""tactic"":""Misframing"",""scale"":""Mach-IV"",""level"":""Moderate""}
}","P1: After being on a unanimously approved team that still failed, shift from self-protection to concrete public accounting of vote logic and updated suspects to help Good solve. P2: With two fails and prior suspicion from Quest 1, a low-Mach survival move is to redirect attention onto the overlapping players/leader choices rather than cleanly explain their own consistency. P4: As the only known passer from Quest 1 and high-GRS, commit hard to structured deductions using overlap analysis (P5 appears on the only new fail) instead of continued hedging. P5: As Round 2 leader on a failed mission, steer discussion by reframing the failure around “common denominators” (e.g., P1 or prior P4 leadership) to dilute heat away from themselves and P2."
G103,2,P3,"{
  ""P1"": {""row"":""Counterfactual"",""col"":""Defensive"",""tactic"":""Deflection"",""scale"":""Mach-IV"",""level"":""Low""},
  ""P2"": {""row"":""Transparent"",""col"":""Cooperative"",""tactic"":""Evidence sharing"",""scale"":""GRS"",""level"":""High""},
  ""P4"": {""row"":""Transparent"",""col"":""Cooperative"",""tactic"":""Rational justification"",""scale"":""GRS"",""level"":""Moderate""},
  ""P5"": {""row"":""Counterfactual"",""col"":""Opportunistic"",""tactic"":""Reverse accusations"",""scale"":""Mach-IV"",""level"":""Low""}
}","P1: After leading an all-approved team that still failed, P1 needs to redirect attention toward alternate suspects and team-structure explanations rather than re-litigating Quest 1.
P2: With two consecutive fails and P2 having been on Quest 2, high-GRS play is to lay out the concrete inference space (who was on which fails) and push a disciplined suspect set.
P4: As a previously credible voice who was off Quest 2, P4 should logically justify a next-team policy (exclude repeat-fail overlaps, demand clean tests) without overcommitting to a single culprit yet.
P5: Under heavy heat from Quest 1, P5’s best survival line is to counterpunch by accusing a Good player (notably P2 from Quest 2) and argue the new fail implicates others more than P5."
G104,2,P3,"{
  ""P1"": {""row"":""Transparent"",""col"":""Cooperative"",""tactic"":""Evidence sharing"",""scale"":""GRS"",""level"":""High""},
  ""P2"": {""row"":""Counterfactual"",""col"":""Defensive"",""tactic"":""Deflection"",""scale"":""Mach-IV"",""level"":""Moderate""},
  ""P4"": {""row"":""Selective / Framing"",""col"":""Cooperative"",""tactic"":""Bayesian hedging"",""scale"":""GRS"",""level"":""Low""},
  ""P5"": {""row"":""Transparent"",""col"":""Adversarial"",""tactic"":""Misleading emphasis"",""scale"":""Mach-IV"",""level"":""High""}
}","P1: After a second fail on a team containing P1 and P2, High-GRS P1 should stay structured and publicly enumerate what the two fails imply about P5 vs P2 while anchoring to vote/team records. P2: As a Moderate Mach-IV evil now implicated by the Round 2 fail, P2 should redirect suspicion toward alternative culprits (especially P5 already tied to Q1) and frame the fail as consistent with others’ actions rather than themselves. P4: With Low GRS and having previously been defensive, P4 should move into probability talk (avoid overcommitting) to reconcile the two fails and keep flexibility on whether P2 or P5 is the likelier evil. P5: Already strongly suspected from Quest 1, High Mach-IV P5 should use true-but-minor points (everyone approved Q2; P1 led it; early approvals were common) to distort focus away from the straightforward Q1 inference."
